Hat,Robe,Boots,Wand,Athame,Amulet,Ring,Pet,Mount,Deck,Max Health,Damage,Flat Damage,Resistance,Flat Resistance,Accuracy,Critical Rating,Critical Block Rating,Armor Piercing,Stun Resistance,Incoming Healing,Outgoing Healing,Pip Conversion Rating,Power Pip Chance,Shadow Pip Rating,Archmastery Rating,Enchant Damage,Gear Set,Adjusted Health,Balanced Rating,Mob R1 Dmg,Mob HighRes R1 Dmg,Boss R1 Dmg
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7625,143,0,55,0,13,681,448,22,0,8,5,766,99,96,191,300,No Gear Set,14225,35785,2928,2111,2407
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7625,140,0,55,0,13,700,432,26,0,8,5,584,99,117,191,300,No Gear Set,14225,36225,3039,2229,2505
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8345,128,0,49,0,0,533,549,18,0,0,8,560,82,129,136,300,No Gear Set,14225,33185,2516,1779,2065
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8345,155,0,49,0,5,670,536,26,0,0,8,742,82,129,136,300,No Gear Set,14225,38025,3207,2352,2642
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8345,152,0,49,0,5,689,520,30,0,0,8,560,82,150,136,300,No Gear Set,14225,38465,3325,2476,2746
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8345,128,0,49,0,0,540,509,18,0,0,8,660,72,129,136,300,No Gear Set,14225,33185,2521,1783,2069
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8345,155,0,49,0,5,677,496,26,0,0,8,842,72,129,136,300,No Gear Set,14225,38025,3212,2356,2647
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8345,152,0,49,0,5,696,480,30,0,0,8,660,72,150,136,300,No Gear Set,14225,38465,3330,2480,2750
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8104,152,0,51,0,8,720,573,20,0,0,20,560,65,110,191,300,No Gear Set,14224,36464,2992,2137,2459
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8104,179,0,51,0,13,857,560,28,0,0,20,742,65,110,191,300,No Gear Set,14224,41304,3726,2754,3084
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8104,176,0,51,0,13,876,544,32,0,0,20,560,65,131,191,300,No Gear Set,14224,41744,3859,2894,3202
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8583,126,0,47,0,0,554,365,12,0,0,3,584,101,127,136,300,Dragoon's Shocking Set (1x),14223,31743,2326,1591,1901
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8583,153,0,47,0,5,691,352,20,0,0,3,766,101,127,136,300,Dragoon's Shocking Set (1x),14223,36583,2984,2132,2451
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8583,150,0,47,0,5,710,336,24,0,0,3,584,101,148,136,300,Dragoon's Shocking Set (1x),14223,37023,3103,2256,2555
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8583,126,0,47,0,0,561,325,12,0,0,3,684,91,127,136,300,Dragoon's Shocking Set (1x),14223,31743,2331,1595,1904
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8583,153,0,47,0,5,698,312,20,0,0,3,866,91,127,136,300,Dragoon's Shocking Set (1x),14223,36583,2989,2135,2456
Krokopatra Maelstrom Fez (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8583,150,0,47,0,5,717,296,24,0,0,3,684,91,148,136,300,Dragoon's Shocking Set (1x),14223,37023,3108,2260,2559
Malistaire's Cowl of Flux (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7862,95,0,53,0,0,436,450,15,0,8,5,584,91,116,191,300,No Gear Set,14222,28622,2003,1395,1646
Malistaire's Cowl of Flux (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7862,122,0,53,0,5,573,437,23,0,8,5,766,91,116,191,300,No Gear Set,14222,33462,2631,1905,2164
Malistaire's Cowl of Flux (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7862,119,0,53,0,5,592,421,27,0,8,5,584,91,137,191,300,No Gear Set,14222,33902,2729,2009,2249
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8102,159,0,51,0,8,639,521,20,0,0,0,560,110,110,136,300,No Gear Set,14222,37302,3017,2155,2477
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8102,186,0,51,0,13,776,508,28,0,0,0,742,110,110,136,300,No Gear Set,14222,42142,3763,2781,3109
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8102,183,0,51,0,13,795,492,32,0,0,0,560,110,131,136,300,No Gear Set,14222,42582,3900,2925,3229
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8102,159,0,51,0,8,646,481,20,0,0,0,660,100,110,136,300,No Gear Set,14222,37302,3022,2159,2482
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8102,186,0,51,0,13,783,468,28,0,0,0,842,100,110,136,300,No Gear Set,14222,42142,3768,2785,3113
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8102,183,0,51,0,13,802,452,32,0,0,0,660,100,131,136,300,No Gear Set,14222,42582,3905,2929,3234
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8342,150,0,49,0,8,741,389,14,0,0,15,584,84,108,191,300,Dragoon's Shocking Set (1x),14222,35022,2769,1917,2267
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8342,177,0,49,0,13,878,376,22,0,0,15,766,84,108,191,300,Dragoon's Shocking Set (1x),14222,39862,3471,2502,2865
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8342,174,0,49,0,13,897,360,26,0,0,15,584,84,129,191,300,Dragoon's Shocking Set (1x),14222,40302,3604,2643,2983
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7379,100,0,57,0,8,424,481,14,0,8,13,560,86,96,136,300,No Gear Set,14219,29019,2019,1398,1659
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7379,127,0,57,0,13,561,468,22,0,8,13,742,86,96,136,300,No Gear Set,14219,33859,2650,1910,2179
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7379,124,0,57,0,13,580,452,26,0,8,13,560,86,117,136,300,No Gear Set,14219,34299,2751,2018,2267
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7379,100,0,57,0,8,431,441,14,0,8,13,660,76,96,136,300,No Gear Set,14219,29019,2025,1402,1663
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7379,127,0,57,0,13,568,428,22,0,8,13,842,76,96,136,300,No Gear Set,14219,33859,2655,1914,2183
Malistaire's Cowl of Flux (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7379,124,0,57,0,13,587,412,26,0,8,13,660,76,117,136,300,No Gear Set,14219,34299,2757,2022,2271
Krokopatra Maelstrom Fez (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8338,148,0,49,0,8,722,533,17,0,0,12,584,79,109,191,300,No Gear Set,14218,35378,2841,1999,2330
Krokopatra Maelstrom Fez (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8338,175,0,49,0,13,859,520,25,0,0,12,766,79,109,191,300,No Gear Set,14218,40218,3554,2596,2938
Krokopatra Maelstrom Fez (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8338,172,0,49,0,13,878,504,29,0,0,12,584,79,130,191,300,No Gear Set,14218,40658,3686,2734,3054
Malistaire's Cowl of Flux (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8578,142,0,47,0,0,670,509,21,0,0,12,584,90,130,136,300,No Gear Set,14218,35458,2874,2063,2362
Malistaire's Cowl of Flux (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8578,169,0,47,0,5,807,496,29,0,0,12,766,90,130,136,300,No Gear Set,14218,40298,3599,2670,2977
Malistaire's Cowl of Flux (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8578,166,0,47,0,5,826,480,33,0,0,12,584,90,151,136,300,No Gear Set,14218,40738,3725,2803,3088
Malistaire's Cowl of Flux (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Shocking August Sage Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8578,142,0,47,0,0,677,469,21,0,0,12,684,80,130,136,300,No Gear Set,14218,35458,2879,2066,2366
